code,name,zcode
503-085,КРАСНОСЕЛЬСКИМ ОМ УВД Г. ПОДОЛЬСКА И ПОДОЛЬСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50385
503-085,КРАСНОСЕЛЬСКИМ ПОСЕЛКОВЫМ ОМ УВД Г. ПОДОЛЬСКА И ПОДОЛЬСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50385
503-087,УВД ПУШКИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50387
503-088,КЛЯЗЬМИНСКИМ ОМ ПУШКИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50388
503-088,КЛЯЗЬМИНСКИМ ОМ УВД ПУШКИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50388
503-088,КЛЯЗЬМИНСКИМ ПОСЕЛКОВЫМ ОМ ПУШКИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50388
503-089,ПРАВДИНСКИМ ГОРОДСКИМ ОМ ПУШКИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50389
503-089,ПРАВДИНСКИМ ГОРОДСКИМ ОМ ПУШКИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50389
503-089,ПРАВДИНСКИМ ОМ УВД ПУШКИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50389
503-090,КРАСНОАРМЕЙСКИМ ГОРОДСКИМ ОМ ПУШКИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50390
503-090,ПАСПОРТНЫМ СТОЛОМ КРАСНОАРМЕЙСКОГО ГОРОДСКИМ ОМ МОСКОВСКОЙ ОБЛ.,50390
503-091,1 ГОРОДСКИМ ОМ Г. РАМЕНСКА МОСКОВСКОЙ ОБЛ.,50391
503-091,1 ГОРОДСКИМ ОМ РАМЕНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50391
503-091,1 ГОРОДСКИМ ОМ УВД РАМЕНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50391
503-091,1 ГОРОДСКОЕ ОТДЕЛ МИЛИЦИИ УВД РАМЕНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50391
503-091,1 ОМ РАМЕНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50391
503-092,2 ГОРОДСКИМ ОМ Г. РАМЕНСКА МОСКОВСКОЙ ОБЛ.,50392
503-092,2 ГОРОДСКИМ ОМ РАМЕНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50392
503-092,2 ГОРОДСКИМ ОМ УВД РАМЕНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50392
503-092,2 ГОРОДСКОЕ ОТДЕЛ МИЛИЦИИ УВД РАМЕНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50392
503-092,2 ОМ РАМЕНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50392
503-093,БРОННИЦКИМ ГОРОДСКИМ ОМ РАМЕНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50393
503-093,БРОННИЦКИМ ОМ РАМЕНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50393
503-094,БЫКОВСКИМ ГОРОДСКИМ ОМ РАМЕНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50394
503-094,БЫКОВСКИМ ОМ РАМЕНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50394
503-095,ИЛЬИНСКИМ ГОРОДСКИМ ОМ РАМЕНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50395
503-095,ИЛЬИНСКИМ ОМ РАМЕНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50395
503-096,ГЖЕЛЬСКИМ ГОРОДСКИМ ОМ РАМЕНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50396
503-096,ГЖЕЛЬСКИМ ОМ РАМЕНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50396
503-097,ТУЧКОВСКИМ ГОРОДСКИМ ОМ ОВД РУЗСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50397
503-097,ТУЧКОВСКИМ ГОРОДСКИМ ОМ РУЗСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50397
503-097,ТУЧКОВСКИМ ОМ РУЗСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50397
503-098,ДОРОХОВСКИМ ГОРОДСКИМ ОМ РУЗСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50398
503-099,1 ГОРОДСКИМ ОМ Г. СЕРГИЕВО-ПОСАД МОСКОВСКОЙ ОБЛ.,50399
503-099,ПАСПОРТНЫМ СТОЛОМ № 1 УВД СЕРГИЕВО-ПОСАДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50399
503-099,СЕРГИЕВО-ПОСАДСКИМ ОМ МОСКОВСКОЙ ОБЛ.,50399
503-100,2 ГОРОДСКИМ ОМ Г. СЕРГИЕВО-ПОСАД МОСКОВСКОЙ ОБЛ.,50100
503-100,ПАСПОРТНЫМ СТОЛОМ № 2 УВД СЕРГИЕВО-ПОСАДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50100
503-100,СЕРГИЕВО-ПОСАДСКИМ ОМ МОСКОВСКОЙ ОБЛ.,50100
503-101,ХОТЬКОВСКИМ ОМ СЕРГИЕВО-ПОСАДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50101
503-101,ХОТЬКОВСКИМ ОМ СЕРГИЕВО-ПОСАДСКОГО УВД МОСКОВСКОЙ ОБЛ.,50101
503-102,КРАСНОЗАВОДСКИМ ОМ СЕРГИЕВО-ПОСАДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50102
503-102,КРАСНОЗАВОДСКИМ ОМ СЕРГИЕВО-ПОСАДСКОГО УВД МОСКОВСКОЙ ОБЛ.,50102
503-103,БОГОРОДСКИМ ОМ УВД СЕРГИЕВО-ПОСАДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50103
503-103,БОГОРОДСКИМ ПОСЕЛКОВЫМ ОМ СЕРГИЕВО-ПОСАДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50103
503-103,КРАСНОЗАВОДСКИМ ОМ СЕРГИЕВО-ПОСАДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50103
503-103,КРАСНОЗАВОДСКИМ ОМ СЕРГИЕВО-ПОСАДСКОГО УВД МОСКОВСКОЙ ОБЛ.,50103
503-104,БОГОРОДСКИМ ОМ СЕРГИЕВО-ПОСАДСКОГО УВД МОСКОВСКОЙ ОБЛ.,50104
503-104,КОНСТАНТИНОВСКИМ ОМ СЕРГИЕВО-ПОСАДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50104
503-104,КОНСТАНТИНОВСКИМ ПОСЕЛКОВЫМ ОМ СЕРГИЕВО-ПОСАДСКОГО УВД МОСКОВСКОЙ ОБЛ.,50104
503-105,1 ГОРОДСКИМ ОМ Г. СЕРПУХОВА МОСКОВСКОЙ ОБЛ.,50105
503-105,1 ОМ СЕРПУХОВСКОГО УВД МОСКОВСКОЙ ОБЛ.,50105
503-105,ПАСПОРТНЫМ СТОЛОМ № 1 СЕРПУХОВСКОГО ГРУВД МОСКОВСКОЙ ОБЛ.,50105
503-106,2 ГОРОДСКИМ ОМ Г. СЕРПУХОВА МОСКОВСКОЙ ОБЛ.,50106
503-106,2 ОМ СЕРПУХОВСКОГО УВД МОСКОВСКОЙ ОБЛ.,50106
503-106,ПАСПОРТНЫМ СТОЛОМ № 2 СЕРПУХОВСКОГО ГРУВД МОСКОВСКОЙ ОБЛ.,50106
503-107,ОВД СЕРЕБРЯНО-ПРУДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50107
503-107,СЕРЕБРЯНО-ПРУДСКИМ РОВД МОСКОВСКОЙ ОБЛ.,50107
503-108,КРЮКОВСКИМ ГОРОДСКИМ ОМ СОЛНЕЧНОГОРСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50108
503-108,КРЮКОВСКИМ ОМ СОЛНЕЧНОГОРСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50108
503-109,МИХНЕВСКИМ ОМ ОВД СТУПИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50109
503-109,МИХНЕВСКИМ ОМ СТУПИНСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50109
503-109,МИХНЕВСКИМ ОМ УВД СТУПИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50109
503-110,МАЛИНСКИМ ОМ ОВД СТУПИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50110
503-110,МАЛИНСКИМ ОМ СТУПИНСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50110
503-110,МАЛИНСКИМ ОМ УВД СТУПИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50110
503-111,ЗАПРУДНЕНСКИМ ГОРОДСКИМ ОМ ТАЛДОМСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50111
503-111,ЗАПРУДНЕНСКИМ ОМ ТАЛДОМСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50111
503-112,1 ГОРОДСКИМ ОМ Г. ХИМКИ МОСКОВСКОЙ ОБЛ.,50112
503-112,ХИМКИНСКИМ УВД МОСКОВСКОЙ ОБЛ.,50112
503-113,2 ГОРОДСКИМ ОМ Г. ХИМКИ МОСКОВСКОЙ ОБЛ.,50113
503-113,ХИМКИНСКИМ УВД МОСКОВСКОЙ ОБЛ.,50113
503-114,СХОДНЕНСКИМ ГОРОДСКИМ ОМ ХИМКИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50114
503-114,СХОДНЕНСКИМ ОМ ХИМКИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50114
503-115,РОШАЛЬСКИМ ГОРОДСКИМ ОМ ШАТУРСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50115
503-115,РОШАЛЬСКИМ ОМ ШАТУРСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50115
503-116,КОРОБОВСКИМ ОМ ШАТУРСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50116
503-116,КОРОБОВСКИМ ПОСЕЛКОВЫМ ОМ ШАТУРСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50116
503-117,ЗАГОРЯНСКИМ ГОРОДСКИМ ОМ ЩЕЛКОВСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50117
503-118,СВЕРДЛОВСКИМ ГОРОДСКИМ ОМ ЩЕЛКОВСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50118
503-118,СВЕРДЛОВСКИМ ОМ ЩЕЛКОВСКОГО УВД МОСКОВСКОЙ ОБЛ.,50118
503-119,ОВД Г. ЩЕЛКОВО МОСКОВСКОЙ ОБЛ.,50119
503-119,ОТДЕЛЕНИЕМ МИЛИЦИИ Г. ЩЕЛКОВО ЩЕЛКОВСКОГО УВД МОСКОВСКОЙ ОБЛ.,50119
503-121,8 ОМ КАШИРСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50121
503-122,2 ОМ ЛУХОВИЦКОГО ОВД МОСКОВСКОЙ ОБЛ.,50122
503-123,6 ОМ СЕРПУХОВСКОГО УВД МОСКОВСКОЙ ОЬЛАСТИ,50123
503-124,5 ОМ ЧЕХОВСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50124
503-125,5 ОМ НАРО-ФОМИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50125
503-126,ОВД ПОС. ВОСХОД МОСКОВСКОЙ ОБЛ.,50126
503-127,3 ОМ ОВД Г. МОЖАЙСКА МОСКОВСКОЙ ОБЛ.,50127
503-128,5 ОМ БАЛАШИХИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50128
503-129,7 ОМ ЧЕХОВСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50129
503-130,2 ОМ ОВД НОГИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50130
503-131,2 ОМ НАРО-ФОМИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50131
503-132,2 ОМ КЛИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50132
503-132,ВТОРЫМ ОМ КЛИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50132
503-133,9 ОМ СЕРГИЕВО-ПОСАДСКОГО УВД МОСКОВСКОЙ ОБЛ.,50133
503-135,3 ОМ ДОМОДЕДОВСКОГО УВД МОСКОВСКОЙ ОБЛ.,50135
503-136,3 ОМ НАРО-ФОМИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50136
503-137,6 ОМ КОЛОМЕНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50137
503-138,1 ОТДЕЛЕНИМ МИЛИЦИИ ЛУХОВИЦКОГО ОВД МОСКОВСКОЙ ОБЛ.,50138
503-139,4-Е ОТДЕЛЕНИЕ МИЛИЦИИ БАЛАШИХИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50139
503-140,2 ОМ ЕГОРЬЕВСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50140
503-141,1 ОМ ОВД ДМИТРОВСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50141
503-141,1 ОМ УВД ДМИТРОВСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50141
503-143,БАРЫБИНСКИМ ПОСЕЛКОВЫМ ОМ ДОМОДЕДОВСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50143
503-145,ПАСПОРТНЫМ СТОЛОМ № 2 ЕГОРЬЕВСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50145
503-146,ПАСПОРТНЫМ СТОЛОМ № 3 ЕГОРЬЕВСКОГО ОВД МОСКОВСКОЙ ОБЛ.,50146
503-147,ПАСПОРТНЫМ СТОЛОМ № 1 ОВД Г. ЖЕЛЕЗНОДОРОЖНОГО МОСКОВСКОЙ ОБЛ.,50147
503-148,ПАСПОРТНЫМ СТОЛОМ № 2 ОВД Г. ЖЕЛЕЗНОДОРОЖНОГО МОСКОВСКОЙ ОБЛ.,50148
503-152,РАЗВИЛКОВСКИМ ГОРОДСКИМ ОМ ЛЕНИНСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50152
503-154,КОТЕЛЬНИКОВСКИМ ГОРОДСКИМ ОМ УВД ЛЮБЕРЕЦКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50154
503-155,ПАСПОРТНЫМ СТОЛОМ № 1 НОГИНСКОГО УВД МОСКОВСКОЙ ОБЛ.,50155
503-156,КУРИЛОВСКИМ ПОСЕЛКОВЫМ ОМ УВД Г. ПОДОЛЬСКА И ПОДОЛЬСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50156
503-157,ПУШКИНСКИМ ГОРОДСКИМ ОМ МОСКОВСКОЙ ОБЛ.,50157
503-158,ПАСПОРТНЫМ СТОЛОМ № 3 УВД СЕРГИЕВО-ПОСАДСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50158
503-162,ФРЯНОВСКИМ ГОРОДСКИМ ОМ ЩЕЛКОВСКОГО РАЙОНА МОСКОВСКОЙ ОБЛ.,50162
510-001,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ЛЕНИНСКОМ АО Г. МУРМАНСКА,51001
510-001,ОТДЕЛОМ УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ЛЕНИНСКОМ АДМИНИСТРАТИВНОМ ОКРУГЕ Г. МУРМАНСКА,51001
510-001,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51001
510-002,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ОКТЯБРЬСКОМ АО Г. МУРМАНСКА,51002
510-002,ОТДЕЛОМ УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ОКТЯБРЬСКОМ АДМИНИСТРАТИВНОМ ОКРУГЕ Г. МУРМАНСКА,51002
510-002,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51002
510-003,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ПЕРВОМАЙСКОМ АО Г. МУРМАНСКА,51003
510-003,ОТДЕЛОМ УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ПЕРВОМАЙСКОМ АДМИНИСТРАТИВНОМ ОКРУГЕ Г. МУРМАНСКА,51003
510-003,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51003
510-004,МП В Г. КИРОВСК МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. АПАТИТЫ,51004
510-004,ТП В Г. КИРОВСК МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. АПАТИТЫ,51004
510-004,ТП В Г. КИРОВСКЕ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. АПАТИТЫ,51004
510-004,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51004
510-005,МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. АПАТИТЫ,51005
510-005,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51005
510-006,МП В Г. КОВДОР МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. КАНДАЛАКША,51006
510-006,ТЕРРИТОРИАЛЬНЫМ ОТДЕЛЕНИЕМ В Г. КОВДОРЕ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. КАНДАЛАКША,51006
510-006,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51006
510-007,МП В Г. ПОЛЯРНЫЕ ЗОРИ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. КАНДАЛАКША,51007
510-007,ТЕРРИТОРИАЛЬНЫМ ОТДЕЛЕНИЕМ В Г. ПОЛЯРНЫЕ ЗОРИ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. КАНДАЛАКША,51007
510-007,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51007
510-008,МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. КАНДАЛАКША,51008
510-008,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51008
510-009,МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. КОЛА,51009
510-009,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51009
510-010,МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. МОНЧЕГОРСК,51010
510-010,МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. МОНЧЕГОРСКЕ,51010
510-010,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51010
510-011,ОТДЕЛЕНИЕМ В Г. ОЛЕНЕГОРСК МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. МОНЧЕГОРСК,51011
510-011,ТЕРРИТОРИАЛЬНЫМ ОТДЕЛЕНИЕМ В Г. ОЛЕНЕГОРСКЕ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. МОНЧЕГОРСКЕ,51011
510-011,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51011
510-012,МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ПГТ НИКЕЛЬ,51012
510-012,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ПГТ НИКЕЛЬ,51012
510-012,ТЕРРИТОРИАЛЬНЫМ ОТДЕЛЕНИЕМ УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ПЕЧЕНГСКОМ РАЙОНЕ,51012
510-012,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51012
510-013,ТП ОЛЕНЕГОРСК-1 МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. МОНЧЕГОРСКЕ,51013
510-013,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51013
510-014,МП В ПОС. РЕВДА МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. МОНЧЕГОРСК,51014
510-014,ТП В ПОС. РЕВДА МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. МОНЧЕГОРСКЕ,51014
510-014,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51014
510-015,ТП В ПОС. УМБА МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. КАНДАЛАКША,51015
510-015,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51015
510-016,ТП ОЛЕНЕГОРСК-2 МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. МОНЧЕГОРСКЕ,51016
510-016,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51016
510-017,МП В ЗАТО ПОС. ВИДЯЕВО МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. КОЛА,51017
510-017,ТП В ПОС. ВИДЯЕВО МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. КОЛА,51017
510-017,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51017
510-018,МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. СЕВЕРОМОРСКЕ,51018
510-018,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51018
510-019,МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В МО ЗАТО АЛЕКСАНДРОВСК,51019
510-019,ТП В Г. СНЕЖНОГОРСКЕ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. СЕВЕРОМОРСКЕ,51019
510-019,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51019
510-020,ТП В Г. ПОЛЯРНЫЙ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. СЕВЕРОМОРСКЕ,51020
510-020,ТП В Г. ПОЛЯРНЫЙ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В МО ЗАТО АЛЕКСАНДРОВСК,51020
510-020,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51020
510-021,МП В Г. ГАДЖИЕВО МРО УФМС РОССИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЗАТО АЛЕКСАНДРОВСК,51021
510-021,ТП В Г. ГАДЖИЕВО МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. СЕВЕРОМОРСКЕ,51021
510-021,ТП В Г. ГАДЖИЕВО МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В МО ЗАТО АЛЕКСАНДРОВСК,51021
510-021,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51021
510-022,МП В Г. ОСТРОВНОЙ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. СЕВЕРОМОРСК,51022
510-022,ТП В Г. ОСТРОВНОЙ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. СЕВЕРОМОРСКЕ,51022
510-022,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51022
510-023,МП В Г. ЗАОЗЕРСК МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. СЕВЕРОМОРСК,51023
510-023,ТП В Г. ЗАОЗЕРСК МРО УФМС РОССИИ В Г. СЕВЕРОМОРСКЕ,51023
510-023,ТП В Г. ЗАОЗЕРСКЕ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В Г. СЕВЕРОМОРСКЕ,51023
510-023,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51023
510-024,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51024
510-024,УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51024
510-025,ОТДЕЛОМ ИММИГРАЦИОННОГО КОНТРОЛЯ УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51025
510-025,СЛУЖБА СУДЕБНЫХ ПРИСТАВОВ МУРМАНСКОЙ ОБЛ.,51025
510-025,ТП В Г. ЗАПОЛЯРНЫЙ МРО УФМС РОССИИ ПО МУРМАНСКОЙ ОБЛ. В ПГТ НИКЕЛЬ,51025
510-025,УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛ.,51025
511-001,УВД МУРМАНСКОЙ ОБЛ.,51101
512-001,ОВД ЛЕНИНСКОГО ОКРУГА Г. МУРМАНСКА,51201
512-002,ОВД ОКТЯБРЬСКОГО ОКРУГА Г. МУРМАНСКА,51202
512-003,ОВД ПЕРВОМАЙСКОГО ОКРУГА Г. МУРМАНСКА,51203
512-004,КИРОВСКИМ ГОВД МУРМАНСКОЙ ОБЛ.,51204
512-004,ОВД Г. КИРОВСКА МУРМАНСКОЙ ОБЛ.,51204
512-005,ОВД Г. АПАТИТЫ МУРМАНСКОЙ ОБЛ.,51205
512-006,КОВДОРСКИМ РОВД МУРМАНСКОЙ ОБЛ.,51206
512-006,ОВД КОВДОРСКОГО РАЙОНА МУРМАНСКОЙ ОБЛ.,51206
512-007,ОВД Г. ПОЛЯРНЫЕ ЗОРИ МУРМАНСКОЙ ОБЛ.,51207
512-007,ПОЛЯРНОЗОРИНСКИМ ГОВД МУРМАНСКОЙ ОБЛ.,51207
512-008,ОВД Г. КАНДАЛАКШИ МУРМАНСКОЙ ОБЛ.,51208
512-009,ОВД КОЛЬСКОГО РАЙОНА МУРМАНСКОЙ ОБЛ.,51209
512-010,МОНЧЕГОРСКИМ ГОВД МУРМАНСКОЙ ОБЛ.,51210
512-010,ОВД Г. МОНЧЕГОРСКА МУРМАНСКОЙ ОБЛ.,51210
512-011,ОВД Г. ОЛЕНЕГОРСКА МУРМАНСКОЙ ОБЛ.,51211
512-011,ОЛЕНЕГОРСКИМ ГОВД МУРМАНСКОЙ ОБЛ.,51211
512-012,ОВД ПЕЧЕНГСКОГО РАЙОНА МУРМАНСКОЙ ОБЛ.,51212
512-012,ПЕЧЕНГСКИМ РОВД МУРМАНСКОЙ ОБЛ.,51212
512-013,ЗАПОЛЯРНИНСКИМ ГОРОДСКИМ ОМ ПЕЧЕНГСКОГО РАЙОНА,51213
512-014,ОВД ЛОВОЗЕРСКОГО РАЙОНА МУРМАНСКОЙ ОБЛ.,51214
512-015,ОВД ТЕРСКОГО РАЙОНА МУРМАНСКОЙ ОБЛ.,51215
512-016,ОВД Г. ЗАОЗЕРСКА МУРМАНСКОЙ ОБЛ.,51216
512-017,ОВД АДМИНИСТРАЦИИ ЗАТО ОСТРОВНОЙ МУРМАНСКОЙ ОБЛ.,51217
512-018,ОВД Г. ГАДЖИЕВО АДМИНИСТРАЦИИ ЗАТО СКАЛИСТЫЙ МУРМАНСКОЙ ОБЛ.,51218
512-018,ОВД ЗАТО СКАЛИСТЫЙ Г. ГАДЖИЕВО МУРМАНСКОЙ ОБЛ.,51218
512-019,ОВД Г. СЕВЕРОМОРСКА МУРМАНСКОЙ ОБЛ.,51219
512-020,ОВД Г. ПОЛЯРНОГО МУРМАНСКОЙ ОБЛ.,51220
512-020,ОВД Г. ПОЛЯРНЫЙ МУРМАНСКОЙ ОБЛ.,51220
512-021,СНЕЖНОГОРСКИМ ГОВД МУРМАНСКОЙ ОБЛ.,51221
512-022,ОВД ЗАТО ПОС. ВИДЯЕВО МУРМАНСКОЙ ОБЛ.,51222
513-001,3 ОМ ОВД Г. ОЛЕНЕГОРСКА МУРМАНСКОЙ ОБЛ.,51301
